Pilt_BmI_D3_BLD2_PNL1    CAEN/cmsPixelSY1527/controller05/crate3/easyBoard08   channel001   channel000
Pilt_BmI_D3_BLD2_PNL2    CAEN/cmsPixelSY1527/controller05/crate3/easyBoard08   channel001   channel000
Pilt_BmI_D3_BLD3_PNL1    CAEN/cmsPixelSY1527/controller05/crate3/easyBoard08   channel001   channel000
Pilt_BmI_D3_BLD3_PNL2    CAEN/cmsPixelSY1527/controller05/crate3/easyBoard08   channel001   channel000
Pilt_BmO_D3_BLD10_PNL1   CAEN/cmsPixelSY1527/controller05/crate4/easyBoard09   channel001   channel000
Pilt_BmO_D3_BLD10_PNL2   CAEN/cmsPixelSY1527/controller05/crate4/easyBoard09   channel001   channel000
Pilt_BmO_D3_BLD11_PNL1   CAEN/cmsPixelSY1527/controller05/crate4/easyBoard09   channel001   channel000
Pilt_BmO_D3_BLD11_PNL2   CAEN/cmsPixelSY1527/controller05/crate4/easyBoard09   channel001   channel000
